0.0,0.5
0.01,0.4999749564005459
0.02,0.49989965241193357
0.03,0.4997738309569549
0.04,0.49959723856300725
0.05,0.49936962535167984
0.06,0.49909074502713024
0.07,0.498760354863291
0.08,0.4983782156899464
0.09,0.49794409187772115
0.1,0.4974577513220246
0.11,0.4969189654259943
0.12,0.49632750908248496
0.13,0.49568316065514945
0.14,0.4949857019586596
0.15,0.49423491823811666
0.16,0.49343059814770085
0.17,0.4925725337286119
0.18,0.491660520386353
0.19,0.490694356867411
0.2,0.48967384523538815
0.21,0.4885987908466406
0.22,0.4874690023254791
0.23,0.4862842915389908
0.24,0.48504447357153907
0.25,0.4837493666990011
0.26,0.48239879236280253
0.27,0.48099257514381094
0.28,0.4795305427361486
0.29,0.47801252592098736
0.3,0.47643835854038896
0.31,0.4748078774712539
0.32,0.47312092259944416
0.33,0.4713773367941442
0.34,0.46957696588252673
0.35000000000000003,0.46771965862479
0.36,0.4658052666896324
0.37,0.4638336446302342
0.38,0.461804649860813
0.39,0.4597181426338231
0.4,0.45757398601786786
0.41000000000000003,0.4553720458763952
0.42,0.45311219084724697
0.43,0.4507942923231336
0.44,0.4484182244331055
0.45,0.44598386402509343
0.46,0.44349109064959125
0.47000000000000003,0.4409397865445532
0.48,0.43832983662158054
0.49,0.43566112845347116
0.5,0.43293355226320696
0.51,0.43014700091445407
0.52,0.4273013699036517
0.53,0.4243965573537655
0.54,0.4214324640097818
0.55,0.4184089932360195
0.56,0.4153260510153373
0.5700000000000001,0.4121835459503136
0.58,0.40898138926647676
0.59,0.40571949481766506
0.6,0.40239777909359414
0.61,0.3990161612297116
0.62,0.3955745630194183
0.63,0.3920729089287353
0.64,0.3885111261134978
0.65,0.384889144439155
0.66,0.3812068965032577
0.67,0.3774643176607132
0.68,0.37366134605189
0.6900000000000001,0.3697979226336521
0.7000000000000001,0.36587399121340486
0.71,0.3618894984862343
0.72,0.3578443940752204
0.73,0.35373863057500676
0.74,0.3495721635987079
0.75,0.3453449518282358
0.76,0.3410569570681269
0.77,0.33670814430295093
0.78,0.33229848175838317
0.79,0.3278279409660198
0.8,0.32329649683201767
0.81,0.31870412770963824
0.8200000000000001,0.3140508154757751
0.8300000000000001,0.3093365456115444
0.84,0.30456130728701547
0.85,0.29972509345016063
0.86,0.29482790092009953
0.87,0.28986973048471404
0.88,0.2848505870027086
0.89,0.2797704795101891
0.9,0.27462942133183177
0.91,0.26942743019671367
0.92,0.26416452835887233
0.93,0.25884074272266266
0.9400000000000001,0.2534561049729755
0.9500000000000001,0.248010651710381
0.96,0.24250442459125748
0.97,0.23693747047296382
0.98,0.23130984156411055
0.99,0.22562159557998257
1.0,0.21987279590316228
1.01,0.21406351174939942
1.02,0.20819381833876963
1.03,0.20226379707216033
1.04,0.1962735357131181
1.05,0.1902231285750874
1.06,0.18411267671406578
1.07,0.17794228812669552
1.08,0.17171207795380689
1.09,0.16542216868942175
1.1,0.15907269039522093
1.11,0.1526637809204722
1.12,0.14619558612740913
1.1300000000000001,0.13966826012204378
1.1400000000000001,0.1330819654903893
1.1500000000000001,0.12643687354006022
1.16,0.11973316454721021
1.17,0.11297102800875874
1.18,0.10615066289984866
1.19,0.09927227793646747
1.2,0.09233609184315536
1.21,0.08534233362571263
1.22,0.07829124284880819
1.23,0.07118306991838023
1.24,0.06401807636870789
1.25,0.05679653515402096
1.26,0.04951873094450221
1.27,0.042184960426523664
1.28,0.034795532606944825
1.29,0.02735076912128687
1.3,0.019851004545582543
1.31,0.012296586711686461
1.32,0.004687877025815454
1.33,-0.0029747492099273234
1.34,-0.01069090247330675
1.35,-0.018460178695267542
1.36,-0.026282158931099274
1.37,-0.034156409029767826
1.3800000000000001,-0.04208247930174414
1.3900000000000001,-0.05005990418567919
1.4000000000000001,-0.05808820191429238
1.41,-0.06616687417985939
1.42,-0.07429540579970416
1.43,-0.08247326438211891
1.44,-0.09069989999315553
1.45,-0.09897474482475088
1.46,-0.10729721286466816
1.47,-0.11566669956875629
1.48,-0.12408258153604858
1.49,-0.1325442161872416
1.5,-0.14105094144711486
1.51,-0.14960207543147053
1.52,-0.15819691613919237
1.53,-0.1668347411500411
1.54,-0.17551480732882174
1.55,-0.18423635053657716
1.56,-0.1929985853494785
1.57,-0.20180070478610043
1.58,-0.2106418800437853
1.59,-0.21952126024481547
1.6,-0.22843797219312706
1.61,-0.23739112014231287
1.62,-0.24637978557567342
1.6300000000000001,-0.25540302699908723
1.6400000000000001,-0.26445987974748086
1.6500000000000001,-0.27354935580568795
1.6600000000000001,-0.28267044364449384
1.67,-0.2918221080726678
1.68,-0.30100329010578847
1.69,-0.310212906852671
1.7,-0.31944985142020343
1.71,-0.3287129928373994
1.72,-0.33800117599946955
1.73,-0.34731322163270806
1.74,-0.3566479262809831
1.75,-0.3660040623146081
1.76,-0.3753803779623591
1.77,-0.38477559736738676
1.78,-0.39418842066775295
1.79,-0.40361752410230295
1.8,-0.41306156014255774
1.81,-0.42251915765128667
1.82,-0.4319889220683902
1.83,-0.4414694356246905
1.84,-0.45095925758419286
1.85,-0.4604569245153421
1.86,-0.4699609505917577
1.87,-0.4794698279228872
1.8800000000000001,-0.48898202691497106
1.8900000000000001,-0.4984959966626608
1.9000000000000001,-0.5080101653715826
1.9100000000000001,-0.5175229408120803
1.92,-0.5270327108043148
1.93,-0.5365378437348381
1.94,-0.5460366891046935
1.95,-0.5555275781090309
1.96,-0.565008824248158
1.97,-0.5744787239698776
1.98,-0.5839355573428896
1.99,-0.5933775887609638
2.0,-0.602803067677515
